135;Imperfect information in a quality-competitive hospital market;https://api.elsevier.com/content/article/pii/[S0167629610000652];S0167629610000652;
136;Hydrolysis of lignocellulosic materials for ethanol production: a review;https://api.elsevier.com/content/article/pii/[S0960852401002127];S0960852401002127;
137;Double Nicking by RNA-Guided CRISPR Cas9 for Enhanced Genome Editing Specificity;https://api.elsevier.com/content/article/pii/[S0092867413010155];S0092867413010155;SummaryTargeted genome editing technologies have enabled a broad range of research and medical applications. The Cas9 nuclease from the microbial CRISPR-Cas system is targeted to specific genomic loci by a 20 nt guide sequence, which can tolerate certain mismatches to the DNA target and thereby promote undesired off-target mutagenesis. Here, we describe an approach that combines a Cas9 nickase mutant with paired guide RNAs to introduce targeted double-strand breaks. Because individual nicks in the genome are repaired with high fidelity, simultaneous nicking via appropriately offset guide RNAs is required for double-stranded breaks and extends the number of specifically recognized bases for target cleavage. We demonstrate that using paired nicking can reduce off-target activity by 50- to 1,500-fold in cell lines and to facilitate gene knockout in mouse zygotes without sacrificing on-target cleavage efficiency. This versatile strategy enables a wide variety of genome editing applications that require high specificity.
138;One-Step Generation of Mice Carrying Reporter and Conditional Alleles by CRISPR/Cas-Mediated Genome Engineering;https://api.elsevier.com/content/article/pii/[S0092867413010167];S0092867413010167;SummaryThe type II bacterial CRISPR/Cas system is a novel genome-engineering technology with the ease of multiplexed gene targeting. Here, we created reporter and conditional mutant mice by coinjection of zygotes with Cas9 mRNA and different guide RNAs (sgRNAs) as well as DNA vectors of different sizes. Using this one-step procedure we generated mice carrying a tag or a fluorescent reporter construct in the Nanog, the Sox2, and the Oct4 gene as well as Mecp2 conditional mutant mice. In addition, using sgRNAs targeting two separate sites in the Mecp2 gene, we produced mice harboring the predicted deletions of about 700Â bps. Finally, we analyzed potential off-targets of five sgRNAs in gene-modified mice and ESC lines and identified off-target mutations in only rare instances.
139;Qualitative content analysis in nursing research: concepts, procedures and measures to achieve trustworthiness;https://api.elsevier.com/content/article/pii/[S0260691703001515];S0260691703001515;
140;Dynamic Imaging of Genomic Loci in Living Human Cells by an Optimized CRISPR/Cas System;https://api.elsevier.com/content/article/pii/[S0092867413015316];S0092867413015316;SummaryThe spatiotemporal organization and dynamics of chromatin play critical roles in regulating genome function. However, visualizing specific, endogenous genomic loci remains challenging in living cells. Here, we demonstrate such an imaging technique by repurposing the bacterial CRISPR/Cas system.Â Using an EGFP-tagged endonuclease-deficient Cas9 protein and a structurally optimized small guide (sg) RNA, we show robust imaging of repetitive elements in telomeres and coding genes in living cells. Furthermore, an array of sgRNAs tiling along the target locus enables the visualization of nonrepetitive genomic sequences. Using this method, we have studied telomere dynamics during elongation or disruption, the subnuclear localization of the MUC4 loci, the cohesion of replicated MUC4 loci on sister chromatids, and their dynamic behaviors during mitosis. This CRISPR imaging tool has potential to significantly improve the capacity to study the conformation and dynamics of native chromosomes in living human cells.
141;Synthesis of graphene-based nanosheets via chemical reduction of exfoliated graphite oxide;https://api.elsevier.com/content/article/pii/[S0008622307000917];S0008622307000917;
142;Crystal Structure of Cas9 in Complex with Guide RNA and Target DNA;https://api.elsevier.com/content/article/pii/[S0092867414001561];S0092867414001561;SummaryThe CRISPR-associated endonuclease Cas9 can be targeted to specific genomic loci by single guide RNAs (sgRNAs). Here, we report the crystal structure of Streptococcus pyogenes Cas9 in complex with sgRNA and its target DNA at 2.5Â Ã resolution. The structure revealed a bilobed architecture composed of target recognition and nuclease lobes, accommodating the sgRNA:DNA heteroduplex in a positively charged groove at their interface. Whereas the recognition lobe is essential for binding sgRNA and DNA, the nuclease lobe contains the HNH and RuvC nuclease domains, which are properly positioned for cleavage of the complementary and noncomplementary strands of the target DNA, respectively. The nuclease lobe also contains a carboxyl-terminal domain responsible for the interaction with the protospacer adjacent motif (PAM). This high-resolution structure and accompanying functional analyses have revealed the molecular mechanism of RNA-guided DNA targeting by Cas9, thus paving the way for the rational design of new, versatile genome-editing technologies.
143;Comparison of the efficacy and safety of new oral anticoagulants with warfarin in patients with atrial fibrillation: a meta-analysis of randomised trials;https://api.elsevier.com/content/article/pii/[S0140673613623430];S0140673613623430;
144;Generation of Gene-Modified Cynomolgus Monkey via Cas9/RNA-Mediated Gene Targeting in One-Cell Embryos;https://api.elsevier.com/content/article/pii/[S0092867414000798];S0092867414000798;SummaryMonkeys serve as important model species for studying human diseases and developing therapeutic strategies, yet the application of monkeys in biomedical researches has been significantly hindered by the difficulties in producing animals genetically modified at the desired target sites. Here, we first applied the CRISPR/Cas9 system, a versatile tool for editing the genes of different organisms, to target monkey genomes. By coinjection of Cas9 mRNA and sgRNAs into one-cell-stage embryos, we successfully achieve precise gene targeting in cynomolgus monkeys. We also show that this system enables simultaneous disruption of two target genes (Ppar-Î³ and Rag1) in one step, and no off-target mutagenesis was detected by comprehensive analysis. Thus, coinjection of one-cell-stage embryos with Cas9 mRNA and sgRNAs is an efficient and reliable approach for gene-modified cynomolgus monkey generation.
145;Users of the world, unite! The challenges and opportunities of Social Media;https://api.elsevier.com/content/article/pii/[S0007681309001232];S0007681309001232;
146;Potential of a Pycnoporus sanguineus laccase in bioremediation of wastewater and kinetic activation in the presence of an anthraquinonic acid dye;https://api.elsevier.com/content/article/pii/[S0141022907000956];S0141022907000956;
147;Hallmarks of Cancer: The Next Generation;https://api.elsevier.com/content/article/pii/[S0092867411001279];S0092867411001279;The hallmarks of cancer comprise six biological capabilities acquired during the multistep development of human tumors. The hallmarks constitute an organizing principle for rationalizing the complexities of neoplastic disease. They include sustaining proliferative signaling, evading growth suppressors, resisting cell death, enabling replicative immortality, inducing angiogenesis, and activating invasion and metastasis. Underlying these hallmarks are genome instability, which generates the genetic diversity that expedites their acquisition, and inflammation, which fosters multiple hallmark functions. Conceptual progress in the last decade has added two emerging hallmarks of potential generality to this listâreprogramming of energy metabolism and evading immune destruction. In addition to cancer cells, tumors exhibit another dimension of complexity: they contain a repertoire of recruited, ostensibly normal cells that contribute to the acquisition of hallmark traits by creating the âtumor microenvironment.â Recognition of the widespread applicability of these concepts will increasingly affect the development of new means to treat human cancer.
148;Social media: The new hybrid element of the promotion mix;https://api.elsevier.com/content/article/pii/[S0007681309000329];S0007681309000329;
149;Marginal valuations of travel time and scheduling, and the reliability premium;https://api.elsevier.com/content/article/pii/[S1366554506000640];S1366554506000640;
150;Modeling of a residential house coupled with a dual source heat pump using TRNSYS software;https://api.elsevier.com/content/article/pii/[S0196890414001599];S0196890414001599;
151;Social media? Get serious! Understanding the functional building blocks of social media;https://api.elsevier.com/content/article/pii/[S0007681311000061];S0007681311000061;
152;Business Models, Business Strategy and Innovation;https://api.elsevier.com/content/article/pii/[S002463010900051X];S002463010900051X;
153;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];S0092867406009767;SummaryDifferentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.
154;CRISPR-Cas9 Knockin Mice for Genome Editing and Cancer Modeling;https://api.elsevier.com/content/article/pii/[S0092867414011635];S0092867414011635;SummaryCRISPR-Cas9 is a versatile genome editing technology for studying the functions of genetic elements. To broadly enable the application of Cas9 inÂ vivo, we established a Cre-dependent Cas9 knockin mouse. We demonstrated inÂ vivo as well as exÂ vivoÂ genome editing using adeno-associated virus (AAV)-, lentivirus-, or particle-mediated delivery of guide RNA in neurons, immune cells, and endothelial cells. Using these mice, we simultaneously modeled the dynamics of KRAS, p53, and LKB1, the top three significantly mutated genes in lung adenocarcinoma. Delivery of a single AAV vector in the lung generated loss-of-function mutations in p53 and Lkb1, as wellÂ as homology-directed repair-mediated KrasG12D mutations, leading to macroscopic tumors of adenocarcinoma pathology. Together, these results suggest that Cas9 mice empower a wide range of biological and disease modeling applications.
155;The Hallmarks of Cancer;https://api.elsevier.com/content/article/pii/[S0092867400816839];S0092867400816839;
156;ZFN, TALEN, and CRISPR/Cas-based methods for genome engineering;https://api.elsevier.com/content/article/pii/[S0167779913000875];S0167779913000875;
157;One-Step Generation of Mice Carrying Mutations in Multiple Genes by CRISPR/Cas-Mediated Genome Engineering;https://api.elsevier.com/content/article/pii/[S0092867413004674];S0092867413004674;SummaryMice carrying mutations in multiple genes are traditionally generated by sequential recombination in embryonic stem cells and/or time-consuming intercrossing of mice with a single mutation. The CRISPR/Cas system has been adapted as an efficient gene-targeting technology with the potential for multiplexed genome editing. We demonstrate that CRISPR/Cas-mediated gene editing allows the simultaneous disruption of five genes (Tet1, 2, 3, Sry, Uty - 8 alleles) in mouse embryonic stem (ES) cells with high efficiency. Coinjection of Cas9 mRNA and single-guide RNAs (sgRNAs) targeting Tet1 and Tet2 into zygotes generated mice with biallelic mutations in both genes with an efficiency of 80%. Finally, we show that coinjection of Cas9 mRNA/sgRNAs with mutant oligos generated precise point mutations simultaneously in two target genes. Thus, the CRISPR/Cas system allows the one-step generation of animals carrying mutations in multiple genes, an approach that will greatly accelerate the inÂ vivo study of functionally redundant genes and of epistatic gene interactions.
158;Development and Applications of CRISPR-Cas9 for Genome Engineering;https://api.elsevier.com/content/article/pii/[S0092867414006047];S0092867414006047;Recent advances in genome engineering technologies based on the CRISPR-associated RNA-guided endonuclease Cas9 are enabling the systematic interrogation of mammalian genome function. Analogous to the search function in modern word processors, Cas9 can be guided to specific locations within complex genomes by a short RNA search string. Using this system, DNA sequences within the endogenous genome and their functional outputs are now easily edited or modulated in virtually any organism of choice. Cas9-mediated genetic perturbation is simple and scalable, empowering researchers to elucidate the functional organization of the genome at the systems level and establish causal linkages between genetic variations and biological phenotypes. In this Review, we describe the development and applications of Cas9 for a variety of research or translational applications while highlighting challenges as well as future directions. Derived from a remarkable microbial defense system, Cas9 is driving innovative applications from basic biology to biotechnology and medicine.
159;Imperfect information in a quality-competitive hospital market;https://api.elsevier.com/content/article/pii/[S0167629610000652];S0167629610000652;
160;Hydrolysis of lignocellulosic materials for ethanol production: a review;https://api.elsevier.com/content/article/pii/[S0960852401002127];S0960852401002127;
161;Double Nicking by RNA-Guided CRISPR Cas9 for Enhanced Genome Editing Specificity;https://api.elsevier.com/content/article/pii/[S0092867413010155];S0092867413010155;SummaryTargeted genome editing technologies have enabled a broad range of research and medical applications. The Cas9 nuclease from the microbial CRISPR-Cas system is targeted to specific genomic loci by a 20 nt guide sequence, which can tolerate certain mismatches to the DNA target and thereby promote undesired off-target mutagenesis. Here, we describe an approach that combines a Cas9 nickase mutant with paired guide RNAs to introduce targeted double-strand breaks. Because individual nicks in the genome are repaired with high fidelity, simultaneous nicking via appropriately offset guide RNAs is required for double-stranded breaks and extends the number of specifically recognized bases for target cleavage. We demonstrate that using paired nicking can reduce off-target activity by 50- to 1,500-fold in cell lines and to facilitate gene knockout in mouse zygotes without sacrificing on-target cleavage efficiency. This versatile strategy enables a wide variety of genome editing applications that require high specificity.
162;One-Step Generation of Mice Carrying Reporter and Conditional Alleles by CRISPR/Cas-Mediated Genome Engineering;https://api.elsevier.com/content/article/pii/[S0092867413010167];S0092867413010167;SummaryThe type II bacterial CRISPR/Cas system is a novel genome-engineering technology with the ease of multiplexed gene targeting. Here, we created reporter and conditional mutant mice by coinjection of zygotes with Cas9 mRNA and different guide RNAs (sgRNAs) as well as DNA vectors of different sizes. Using this one-step procedure we generated mice carrying a tag or a fluorescent reporter construct in the Nanog, the Sox2, and the Oct4 gene as well as Mecp2 conditional mutant mice. In addition, using sgRNAs targeting two separate sites in the Mecp2 gene, we produced mice harboring the predicted deletions of about 700Â bps. Finally, we analyzed potential off-targets of five sgRNAs in gene-modified mice and ESC lines and identified off-target mutations in only rare instances.
163;Qualitative content analysis in nursing research: concepts, procedures and measures to achieve trustworthiness;https://api.elsevier.com/content/nduced multiple organ toxicity;https://api.elsevier.com/content/article/pii/[S131901641000071X];S131901641000071X;AbstractIn the last few years, cancer chemotherapy has been successfully employed in the treatment of different types of human tumours. Unfortunately, the optimal clinical usefulness of this important treatment modality is usually limited secondary to the development of life-threatening multiple organ toxicity. Cancer chemotherapy may cause these toxic effects by mechanisms not involved in their anticancer activity that can severely affect the life of patients and represent a direct cause of death. Several experimental and clinical studies have demonstrated that some important anticancer drugs interfere with the absorption, synthesis, and excretion of carnitine in non-tumour tissues, resulting in a secondary carnitine deficiency which is reversed by carnitine treatment without affecting anticancer therapeutic efficacy. Prototypes of anticancer drugs that alter carnitine system are doxorubicin, cisplatin, carboplatin, oxaliplatin, cyclophosphamide and ifosfamide. Furthermore, cachectic cancer patients are especially at risk for carnitine deficiency due to decreased oral intake and/or increased renal losses. Altered serum and urine carnitine levels have been reported in cancer patients with various forms of malignant diseases. Recent studies in our laboratory have demonstrated that carnitine deficiency constitute a risk factor and should be viewed as a mechanism during development of oxazaphosphorines-induced cardiotoxicity in rats. Similarly, inhibition of gene expression of heart fatty acid-binding protein and organic cation/carnitine transporter in doxorubicin cardiomyopathic rat model has been reported. In view of these facts and in view of irreplaceability of these important anticancer drugs, this review aimed to highlight the role of carnitine depletion and supplementation during development of chemotherapy-induced multiple organ toxicity.
221;Social media: The new hybrid element of the promotion mix;https://api.elsevier.com/content/article/pii/[S0007681309000329];S0007681309000329;
222;The Hallmarks of Cancer;https://api.elsevier.com/content/article/pii/[S0092867400816839];S0092867400816839;
223;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];S0092867406009767;SummaryDifferentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.
224;Social media? Get serious! Understanding the functional building blocks of social media;https://api.elsevier.com/content/article/pii/[S0007681311000061];S0007681311000061;
cise gene targeting in cynomolgus monkeys. We also show that this system enables simultaneous disruption of two target genes (Ppar-Î³ and Rag1) in one step, and no off-target mutagenesis was detected by comprehensive analysis. Thus, coinjection of one-cell-stage embryos with Cas9 mRNA and sgRNAs is an efficient and reliable approach for gene-modified cynomolgus monkey generation.
169;Corporate governance, financial management decisions and firm performance: Evidence from the maritime industry;https://api.elsevier.com/content/article/pii/[S136655451400012X];S136655451400012X;
170;Users of the world, unite! The challenges and opportunities of Social Media;https://api.elsevier.com/content/article/pii/[S0007681309001232];S0007681309001232;
171;Potential of a Pycnoporus sanguineus laccase in bioremediation of wastewater and kinetic activation in the presence of an anthraquinonic acid dye;https://api.elsevier.com/content/article/pii/[S0141022907000956];S0141022907000956;
172;Hallmarks of Cancer: The Next Generation;https://api.elsevier.com/content/article/pii/[S0092867411001279];S0092867411001279;The hallmarks of cancer comprise six biological capabilities acquired during the multistep development of human tumors. The hallmarks constitute an organizing principle for rationalizing the complexities of neoplastic disease. They include sustaining proliferative signaling, evading growth suppressors, resisting cell death, enabling replicative immortality, inducing angiogenesis, and activating invasion and metastasis. Underlying these hallmarks are genome instability, which generates the genetic diversity that expedites their acquisition, and inflammation, which fosters multiple hallmark functions. Conceptual progress in the last decade has added two emerging hallmarks of potential generality to this listâreprogramming of energy metabolism and evading immune destruction. In addition to cancer cells, tumors exhibit another dimension of complexity: they contain a repertoire of recruited, ostensibly normal cells that contribute to the acquisition of hallmark traits by creating the âtumor microenvironment.â Recognition of the widespread applicability of these concepts will increasingly affect the development of new means to treat human cancer.
173;Social media: The new hybrid element of the promotion mix;https://api.elsevier.com/content/article/pii/[S0007681309000329];S0007681309000329;
174;Marginal valuations of travel time and scheduling, and the reliability premium;https://api.elsevier.com/content/article/pii/[S1366554506000640];S1366554506000640;
175;Modeling of a residential house coupled with a dual source heat pump using TRNSYS software;https://api.elsevier.com/content/article/pii/[S0196890414001599];S0196890414001599;
176;Social media? Get serious! Understanding the functional building blocks of social media;https://api.elsevier.com/content/article/pii/[S0007681311000061];S0007681311000061;
177;Business Models, Business Strategy and Innovation;https://api.elsevier.com/content/article/pii/[S002463010900051X];S002463010900051X;
178;Induction of Pluripotent Stem Cells from Mouse Embryonic and Adult Fibroblast Cultures by Defined Factors;https://api.elsevier.com/content/article/pii/[S0092867406009767];S0092867406009767;SummaryDifferentiated cells can be reprogrammed to an embryonic-like state by transfer of nuclear contents into oocytes or by fusion with embryonic stem (ES) cells. Little is known about factors that induce this reprogramming. Here, we demonstrate induction of pluripotent stem cells from mouse embryonic or adult fibroblasts by introducing four factors, Oct3/4, Sox2, c-Myc, and Klf4, under ES cell culture conditions. Unexpectedly, Nanog was dispensable. These cells, which we designated iPS (induced pluripotent stem) cells, exhibit the morphology and growth properties of ES cells and express ES cell marker genes. Subcutaneous transplantation of iPS cells into nude mice resulted in tumors containing a variety of tissues from all three germ layers. Following injection into blastocysts, iPS cells contributed to mouse embryonic development. These data demonstrate that pluripotent stem cells can be directly generated from fibroblast cultures by the addition of only a few defined factors.
179;CRISPR-Cas9 Knockin Mice for Genome Editing and Cancer Modeling;https://api.elsevier.com/content/article/pii/[S0092867414011635];S0092867414011635;SummaryCRISPR-Cas9 is a versatile genome editing technology for studying the functions of genetic elements. To broadly enable the application of Cas9 inÂ vivo, we established a Cre-dependent Cas9 knockin mouse. We demonstrated inÂ vivo as well as exÂ vivoÂ genome editing using adeno-associated virus (AAV)-, lentivirus-, or particle-mediated delivery of guide RNA in neurons, immune cells, and endothelial cells. Using these mice, we simultaneously modeled the dynamics of KRAS, p53, and LKB1, the top three significantly mutated genes in lung adenocarcinoma. Delivery of a single AAV vector in the lung generated loss-of-function mutations in p53 and Lkb1, as wellÂ as homology-directed repair-mediated KrasG12D mutations, leading to macroscopic tumors of adenocarcinoma pathology. Together, these results suggest that Cas9 mice empower a wide range of biological and disease modeling applications.
180;The Hallmarks of Cancer;https://api.elsevier.com/content/article/pii/[S0092867400816839];S0092867400816839;
181;ZFN, TALEN, and CRISPR/Cas-based methods for genome engineering;https://api.elsevier.com/content/article/pii/[S0167779913000875];S0167779913000875;
182;One-Step Generation of Mice Carrying Mutations in Multiple Genes by CRISPR/Cas-Mediated Genome Engineering;https://api.elsevier.com/content/article/pii/[S0092867413004674];S0092867413004674;SummaryMice carrying mutations in multiple genes are traditionally generated by sequential recombination in embryonic stem cells and/or time-consuming intercrossing of mice with a single mutation. The CRISPR/Cas system has been adapted as an efficient gene-targeting technology with the potential for multiplexed genome editing. We demonstrate that CRISPR/Cas-mediated gene editing allows the simultaneous disruption of five genes (Tet1, 2, 3, Sry, Uty - 8 alleles) in mouse embryonic stem (ES) cells with high efficiency. Coinjection of Cas9 mRNA and single-guide RNAs (sgRNAs) targeting Tet1 and Tet2 into zygotes generated mice with biallelic mutations in both genes with an efficiency of 80%. Finally, we show that coinjection of Cas9 mRNA/sgRNAs with mutant oligos generated precise point mutations simultaneously in two target genes. Thus, the CRISPR/Cas system allows the one-step generation of animals carrying mutations in multiple genes, an approach that will greatly accelerate the inÂ vivo study of functionally redundant genes and of epistatic gene interactions.
183;Development and Applications of CRISPR-Cas9 for Genome Engineering;https://api.elsevier.com/content/article/pii/[S0092867414006047];S0092867414006047;Recent advances in genome engineering technologies based on the CRISPR-associated RNA-guided endonuclease Cas9 are enabling the systematic interrogation of mammalian genome function. Analogous to the search function in modern word processors, Cas9 can be guided to specific locations within complex genomes by a short RNA search string. Using this system, DNA sequences within the endogenous genome and their functional outputs are now easily edited or modulated in virtually any organism of choice. Cas9-mediated genetic perturbation is simple and scalable, empowering researchers to elucidate the functional organization of the genome at the systems level and establish causal linkages between genetic variations and biological phenotypes. In this Review, we describe the development and applications of Cas9 for a variety of research or translational applications while highlighting challenges as well as future directions. Derived from a remarkable microbial defense system, Cas9 is driving innovative applications from basic biology to biotechnology and medicine.
184;Imperfect information in a quality-competitive hospital market;https://api.elsevier.com/content/article/pii/[S0167629610000652];S0167629610000652;
185;Hydrolysis of lignocellulosic materials for ethanol production: a review;https://api.elsevier.com/content/article/pii/[S0960852401002127];S0960852401002127;
186;Double Nicking by RNA-Guided CRISPR Cas9 for Enhanced Genome Editing Specificity;https://api.elsevier.com/content/article/pii/[S0092867413010155];S0092867413010155;SummaryTargeted genome editing technologies have enabled a broad range of research and medical applications. The Cas9 nuclease from the microbial CRISPR-Cas system is targeted to specific genomic loci by a 20 nt guide sequence, which can tolerate certain mismatches to the DNA target and thereby promote undesired off-target mutagenesis. Here, we describe an approach that combines a Cas9 nickase mutant with paired guide RNAs to introduce targeted double-strand breaks. Because individual nicks in the genome are repaired with high fidelity, simultaneous nicking via appropriately offset guide RNAs is required for double-stranded breaks and extends the number of specifically recognized bases for target cleavage. We demonstrate that using paired nicking can reduce off-target activity by 50- to 1,500-fold in cell lines and to facilitate gene knockout in mouse zygotes without sacrificing on-target cleavage efficiency. This versatile strategy enables a wide variety of genome editing applications that require high specificity.
187;One-Step Generation of Mice Carrying Reporter and Conditional Alleles by CRISPR/Cas-Mediated Genome Engineering;https://api.elsevier.com/content/article/pii/[S0092867413010167];S0092867413010167;SummaryThe type II bacterial CRISPR/Cas system is a novel genome-engineering technology with the ease of multiplexed gene targeting. Here, we created reporter and conditional mutant mice by coinjection of zygotes with Cas9 mRNA and different guide RNAs (sgRNAs) as well as DNA vectors of different sizes. Using this one-step procedure we generated mice carrying a tag or a fluorescent reporter construct in the Nanog, the Sox2, and the Oct4 gene as well as Mecp2 conditional mutant mice. In addition, using sgRNAs targeting two separate sites in the Mecp2 gene, we produced mice harboring the predicted deletions of about 700Â bps. Finally, we analyzed potential off-targets of five sgRNAs in gene-modified mice and ESC lines and identified off-target mutations in only rare instances.
188;Qualitative content analysis in nursing research: concepts, procedures and measures to achieve trustworthiness;https://api.elsevier.com/content/article/pii/[S0260691703001515];S0260691703001515;
189;Dynamic Imaging of Genomic Loci in Living Human Cells by an Optimized CRISPR/Cas System;https://api.elsevier.com/content/article/pii/[S0092867413015316];S0092867413015316;SummaryThe spatiotemporal organization and dynamics of chromatin play critical roles in regulating genome function. However, visualizing specific, endogenous genomic loci remains challenging in living cells. Here, we demonstrate such an imaging technique by repurposing the bacterial CRISPR/Cas system.Â Using an EGFP-tagged endonuclease-deficient Cas9 protein and a structurally optimized small guide (sg) RNA, we show robust imaging of repetitive elements in telomeres and coding genes in living cells. Furthermore, an array of sgRNAs tiling along the target locus enables the visualization of nonrepetitive genomic sequences. Using this method, we have studied telomere dynamics during elongation or disruption, the subnuclear localization of the MUC4 loci, the cohesion of replicated MUC4 loci on sister chromatids, and their dynamic behaviors during mitosis. This CRISPR imaging tool has potential to significantly improve the capacity to study the conformation and dynamics of native chromosomes in living human cells.
190;Synthesis of graphene-based nanosheets via chemical reduction of exfoliated graphite oxide;https://api.elsevier.com/content/article/pii/[S0008622307000917];S0008622307000917;
191;Crystal Structure of Cas9 in Complex with Guide RNA and Target DNA;https://api.elsevier.com/content/article/pii/[S0092867414001561];S0092867414001561;SummaryThe CRISPR-associated endonuclease Cas9 can be targeted to specific genomic loci by single guide RNAs (sgRNAs). Here, we report the crystal structure of Streptococcus pyogenes Cas9 in complex with sgRNA and its target DNA at 2.5Â Ã resolution. The structure revealed a bilobed architecture composed of target recognition and nuclease lobes, accommodating the sgRNA:DNA heteroduplex in a positively charged groove at their interface. Whereas the recognition lobe is essential for binding sgRNA and DNA, the nuclease lobe contains the HNH and RuvC nuclease domains, which are properly positioned for cleavage of the complementary and noncomplementary strands of the target DNA, respectively. The nuclease lobe also contains a carboxyl-terminal domain responsible for the interaction with the protospacer adjacent motif (PAM). This high-resolution structure and accompanying functional analyses have revealed the molecular mechanism of RNA-guided DNA targeting by Cas9, thus paving the way for the rational design of new, versatile genome-editing technologies.
192;Comparison of the efficacy and safety of new oral anticoagulants with warfarin in patients with atrial fibrillation: a meta-analysis of randomised trials;https://api.elsevier.com/content/article/pii/[S0140673613623430];S0140673613623430;
193;Users of the world, unite! The challenges and opportunities of Social Media;https://api.elsevier.com/content/article/pii/[S0007681309001232];S0007681309001232;
194;CRISPR-Cas9 Knockin Mice for Genome Editing and Cancer Modeling;https://api.elsevier.com/content/article/pii/[S0092867414011635];S0092867414011635;SummaryCRISPR-Cas9 is a versatile genome editing technology for studying the functions of genetic elements. To broadly enable the application of Cas9 inÂ vivo, we established a Cre-dependent Cas9 knockin mouse. We demonstrated inÂ vivo as well as exÂ vivoÂ genome editing using adeno-associated virus (AAV)-, lentivirus-, or particle-mediated delivery of guide RNA in neurons, immune cells, and endothelial cells. Using these mice, we simultaneously modeled the dynamics of KRAS, p53, and LKB1, the top three significantly mutated genes in lung adenocarcinoma. Delivery of a single AAV vector in the lung generated loss-of-function mutations in p53 and Lkb1, as wellÂ as homology-directed repair-mediated KrasG12D mutations, leading to macroscopic tumors of adenocarcinoma pathology. Together, these results suggest that Cas9 mice empower a wide range of biological and disease modeling applications.
195;Genome-Scale CRISPR-Mediated Control of Gene Repression and Activation;https://api.elsevier.com/content/article/pii/[S0092867414011787];S0092867414011787;SummaryWhile the catalog of mammalian transcripts and their expression levels in different cell types and disease states is rapidly expanding, our understanding of transcript function lags behind. We present a robust technology enabling systematic investigation of the cellular consequences of repressing or inducing individual transcripts. We identify rules for specific targeting of transcriptional repressors (CRISPRi), typically achieving 90%â99% knockdown with minimal off-target effects, and activators (CRISPRa) to endogenous genes via endonuclease-deficient Cas9. Together they enable modulation of gene expression over a â¼1,000-fold range. Using these rules, we construct genome-scale CRISPRi and CRISPRa libraries, each of which we validate with two pooled screens. Growth-based screens identify essential genes, tumor suppressors, and regulators of differentiation. Screens for sensitivity to a cholera-diphtheria toxin provide broad insights into the mechanisms of pathogen entry, retrotranslocation and toxicity. Our results establish CRISPRi and CRISPRa as powerful tools that provide rich and complementary information for mapping complex pathways.
196;Generation of Functional Human Pancreatic @b Cells In Vitro;https://api.elsevier.com/content/article/pii/[S0092867414012288];S0092867414012288;SummaryThe generation of insulin-producing pancreatic Î² cells from stem cells inÂ vitro would provide an unprecedented cell source for drug discovery and cell transplantation therapy in diabetes. However, insulin-producing cells previously generated from human pluripotent stem cells (hPSC) lack many functional characteristics of bona fide Î² cells. Here, we report a scalable differentiation protocol that can generate hundreds of millions of glucose-responsive Î² cells from hPSC inÂ vitro. These stem-cell-derived Î² cells (SC-Î²) express markers found in mature Î² cells, flux Ca2+ in response to glucose, package insulin into secretory granules, and secrete quantities of insulin comparable to adult Î² cells in response to multiple sequential glucose challenges inÂ vitro. Furthermore, these cells secrete human insulin into the serum of mice shortly after transplantation in a glucose-regulated manner, and transplantation of these cells ameliorates hyperglycemia in diabetic mice.
